"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"149",NA,4.75,40838301,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"150",NA,1.75,40838301,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"151",NA,1,40838301,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"152",NA,0.75,40838301,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"153",NA,1,40838301,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"154",NA,1.43,40841826,"Paromomycin 1.43 MG/MG Oral Solution [Humatin Pulvis] Box of 500",1.43,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,2.25,40848154,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven] Box of 20",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"156",NA,2.25,40848154,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven] Box of 20",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"157",NA,2.25,40848154,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven] Box of 20",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"158",NA,4,40848973,"Capsicum extract 4 MG/MG Topical Ointment [Thermo Buerger] Box of 1",4,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,0.278,40849532,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG / ... Oral Solution [Galama] Box of 8",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"160",NA,0.556,40849532,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG / ... Oral Solution [Galama] Box of 8",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"161",NA,0.139,40849532,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG / ... Oral Solution [Galama] Box of 8",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"162",NA,1.25,40849532,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG / ... Oral Solution [Galama] Box of 8",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"163",NA,0.278,40849532,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG / ... Oral Solution [Galama] Box of 8",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"164",NA,0.278,40849532,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG / ... Oral Solution [Galama] Box of 8",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"165",NA,8,40857947,"Melissa officinalis extract 8 MG/MG",8,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,10,40857951,"Melissa officinalis extract 10 MG/MG",10,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,10,40858493,"Clotrimazole 10 MG/MG",10,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,10,40858535,"Chloramphenicol 10 MG/MG",10,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,2.13,40860077,"Ichtyolammonium 2.13 MG/MG [Ichtholan]",2.13,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,1.5,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"171",NA,2,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"172",NA,2,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"173",NA,11.5,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"174",NA,0.03,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"175",NA,8,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"176",NA,9.5,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"177",NA,3.5,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"178",NA,4,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"179",NA,6.5,40861243,"Bellis perennis extract 0.03 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 9.5 MG/MG / cudweed flower extract 1.5 MG/MG / Foeniculum vulgare whole extract 4 MG/MG / Humulus lupulus whole extract 11.5 MG/MG / ... [Gesundform]",0.03,9.5,1.5,4,11.5,NA,NA,NA,NA
"180",NA,1.43,40865917,"Paromomycin 1.43 MG/MG Oral Solution Box of 5",1.43,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,1.8,40875288,"Lidocaine 1.8 MG/MG Topical Solution [Penis Marathon] Box of 1",1.8,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,1.15,40879838,"cefepime 1.15 MG/MG Injection [Maxipime]",1.15,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,4.41,40882032,"Aspirin 4.41 MG/MG Oral Solution [Delgesic]",4.41,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,1.25,40888760,"Sulfur 1.25 MG/MG",1.25,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,1.15,40889872,"cefepime 1.15 MG/MG",1.15,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,150,40890500,"Senna Leaves 150 MG/MG [Ramend]",150,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,14.4,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"188",NA,2.5,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"189",NA,8.13,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"190",NA,2.5,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"191",NA,4.38,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"192",NA,10,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"193",NA,11.9,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"194",NA,1.88,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"195",NA,5,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"196",NA,0.0375,40892455,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... [Gesundform]",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"197",NA,0.36,40896998,"phenol 0.0833 MG/MG / Sulfur 1.25 MG/MG / Zinc Sulfate 0.36 MG/MG Topical Ointment Box of 1",0.0833,1.25,0.36,NA,NA,NA,NA,NA,NA
"198",NA,1.25,40896998,"phenol 0.0833 MG/MG / Sulfur 1.25 MG/MG / Zinc Sulfate 0.36 MG/MG Topical Ointment Box of 1",0.0833,1.25,0.36,NA,NA,NA,NA,NA,NA
"199",NA,0.0833,40896998,"phenol 0.0833 MG/MG / Sulfur 1.25 MG/MG / Zinc Sulfate 0.36 MG/MG Topical Ointment Box of 1",0.0833,1.25,0.36,NA,NA,NA,NA,NA,NA
"200",NA,2.25,40899360,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"201",NA,2.25,40899360,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"202",NA,2.25,40899360,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"203",NA,0.035,40899831,"Calcium 5 MG/MG / Potassium 5 MG/MG / Sodium 0.035 MG/MG Topical Ointment",5,5,0.035,NA,NA,NA,NA,NA,NA
"204",NA,5,40899831,"Calcium 5 MG/MG / Potassium 5 MG/MG / Sodium 0.035 MG/MG Topical Ointment",5,5,0.035,NA,NA,NA,NA,NA,NA
"205",NA,5,40899831,"Calcium 5 MG/MG / Potassium 5 MG/MG / Sodium 0.035 MG/MG Topical Ointment",5,5,0.035,NA,NA,NA,NA,NA,NA
"206",NA,2.19,40900020,"Bismuth 2.19 MG/MG / prednisolone 0.1 MG/MG / Zinc Oxide 3.28 MG/MG Topical Ointment Box of 5",2.19,0.1,3.28,NA,NA,NA,NA,NA,NA
"207",NA,3.28,40900020,"Bismuth 2.19 MG/MG / prednisolone 0.1 MG/MG / Zinc Oxide 3.28 MG/MG Topical Ointment Box of 5",2.19,0.1,3.28,NA,NA,NA,NA,NA,NA
"208",NA,0.1,40900020,"Bismuth 2.19 MG/MG / prednisolone 0.1 MG/MG / Zinc Oxide 3.28 MG/MG Topical Ointment Box of 5",2.19,0.1,3.28,NA,NA,NA,NA,NA,NA
"209",NA,0.139,40900064,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG Oral Solution Box of 20",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"210",NA,0.278,40900064,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG Oral Solution Box of 20",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"211",NA,1.25,40900064,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG Oral Solution Box of 20",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"212",NA,0.278,40900064,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG Oral Solution Box of 20",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"213",NA,0.556,40900064,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG Oral Solution Box of 20",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"214",NA,0.278,40900064,"Apple extract 0.556 MG/MG / Betula pubescens bark extract 0.278 MG/MG / Charcoal 0.139 MG/MG / HIbiscus mutabilis flower extract 0.278 MG/MG / Juniperus communis whole extract 0.278 MG/MG / Senna Leaves 1.25 MG/MG Oral Solution Box of 20",0.556,0.278,0.139,0.278,0.278,1.25,NA,NA,NA
"215",NA,2.5,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"216",NA,4.38,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"217",NA,8.13,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"218",NA,0.0375,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"219",NA,1.88,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"220",NA,14.4,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"221",NA,11.9,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"222",NA,5,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"223",NA,10,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"224",NA,2.5,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"225",NA,1.16,40900514,"Ampicillin 1.16 MG/MG Oral Solution",1.16,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,0.15,40900865,"Achillea millefolium extract 0.125 MG/MG / Cynara scolymus leaf extract 0.19 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 0.15 MG/MG / Mentha piperita extract 0.19 MG/MG / ... Oral Solution Box of 15",0.125,0.19,2,0.15,0.19,NA,NA,NA,NA
"227",NA,0.16,40900865,"Achillea millefolium extract 0.125 MG/MG / Cynara scolymus leaf extract 0.19 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 0.15 MG/MG / Mentha piperita extract 0.19 MG/MG / ... Oral Solution Box of 15",0.125,0.19,2,0.15,0.19,NA,NA,NA,NA
"228",NA,0.125,40900865,"Achillea millefolium extract 0.125 MG/MG / Cynara scolymus leaf extract 0.19 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 0.15 MG/MG / Mentha piperita extract 0.19 MG/MG / ... Oral Solution Box of 15",0.125,0.19,2,0.15,0.19,NA,NA,NA,NA
"229",NA,0.19,40900865,"Achillea millefolium extract 0.125 MG/MG / Cynara scolymus leaf extract 0.19 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 0.15 MG/MG / Mentha piperita extract 0.19 MG/MG / ... Oral Solution Box of 15",0.125,0.19,2,0.15,0.19,NA,NA,NA,NA
"230",NA,2,40900865,"Achillea millefolium extract 0.125 MG/MG / Cynara scolymus leaf extract 0.19 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 0.15 MG/MG / Mentha piperita extract 0.19 MG/MG / ... Oral Solution Box of 15",0.125,0.19,2,0.15,0.19,NA,NA,NA,NA
"231",NA,0.19,40900865,"Achillea millefolium extract 0.125 MG/MG / Cynara scolymus leaf extract 0.19 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 0.15 MG/MG / Mentha piperita extract 0.19 MG/MG / ... Oral Solution Box of 15",0.125,0.19,2,0.15,0.19,NA,NA,NA,NA
"232",NA,7.62,40902376,"Somatropin 7.62 MG/MG Prefilled Syringe [Humatrope]",7.62,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,4.38,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"234",NA,11.9,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"235",NA,5,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"236",NA,8.13,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"237",NA,2.5,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"238",NA,2.5,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"239",NA,1.88,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"240",NA,0.0375,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
