"","denominator_value","numerator_value","drug_concept_id","drug_name","conc_1_exct","conc_2_exct","conc_3_exct","conc_4_exct","conc_5_exct","conc_6_exct","conc_7_exct","conc_8_exct","conc_9_exct"
"137",NA,2.25,40899360,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"138",NA,2.25,40899360,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"139",NA,0.035,40899831,"Calcium 5 MG/MG / Potassium 5 MG/MG / Sodium 0.035 MG/MG Topical Ointment",5,5,0.035,NA,NA,NA,NA,NA,NA
"140",NA,5,40899831,"Calcium 5 MG/MG / Potassium 5 MG/MG / Sodium 0.035 MG/MG Topical Ointment",5,5,0.035,NA,NA,NA,NA,NA,NA
"141",NA,5,40899831,"Calcium 5 MG/MG / Potassium 5 MG/MG / Sodium 0.035 MG/MG Topical Ointment",5,5,0.035,NA,NA,NA,NA,NA,NA
"142",NA,2.19,40900020,"Bismuth 2.19 MG/MG / prednisolone 0.1 MG/MG / Zinc Oxide 3.28 MG/MG Topical Ointment Box of 5",2.19,0.1,3.28,NA,NA,NA,NA,NA,NA
"143",NA,3.28,40900020,"Bismuth 2.19 MG/MG / prednisolone 0.1 MG/MG / Zinc Oxide 3.28 MG/MG Topical Ointment Box of 5",2.19,0.1,3.28,NA,NA,NA,NA,NA,NA
"144",NA,0.1,40900020,"Bismuth 2.19 MG/MG / prednisolone 0.1 MG/MG / Zinc Oxide 3.28 MG/MG Topical Ointment Box of 5",2.19,0.1,3.28,NA,NA,NA,NA,NA,NA
"145",NA,2.5,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"146",NA,4.38,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"147",NA,8.13,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"148",NA,0.0375,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"149",NA,1.88,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"150",NA,14.4,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"151",NA,11.9,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"152",NA,5,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"153",NA,10,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"154",NA,2.5,40900464,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"155",NA,7.62,40902376,"Somatropin 7.62 MG/MG Prefilled Syringe [Humatrope]",7.62,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,4.38,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"157",NA,11.9,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"158",NA,5,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"159",NA,8.13,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"160",NA,2.5,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"161",NA,2.5,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"162",NA,1.88,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"163",NA,0.0375,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"164",NA,10,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"165",NA,14.4,40912361,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution [Gesundform] Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"166",NA,7.62,40919810,"Somatropin 7.62 MG/MG",7.62,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,10,40919899,"Salvia officinalis whole extract 10 MG/MG",10,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,4,40920516,"Foeniculum vulgare whole extract 4 MG/MG",4,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,4.41,40921134,"Aspirin 4.41 MG/MG",4.41,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,0.15,40922399,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"171",NA,0.38,40922399,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"172",NA,0.25,40922399,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"173",NA,25,40922399,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"174",NA,2.25,40930526,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"175",NA,2.25,40930526,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"176",NA,2.25,40930526,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"177",NA,2.13,40938351,"Ichtyolammonium 2.13 MG/MG Topical Ointment [Ichtholan] Box of 1",2.13,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,25,40938888,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG Oral Solution [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"179",NA,0.15,40938888,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG Oral Solution [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"180",NA,0.25,40938888,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG Oral Solution [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"181",NA,0.38,40938888,"Humulus lupulus whole extract 0.15 MG/MG / Melissa officinalis extract 0.25 MG/MG / Mentha piperita extract 25 MG/MG / Valeriana officinalis whole extract 0.38 MG/MG Oral Solution [Beruhigungstee Bob]",0.15,0.25,25,0.38,NA,NA,NA,NA,NA
"182",NA,2.25,40941616,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven] Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"183",NA,2.25,40941616,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven] Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"184",NA,2.25,40941616,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven] Box of 10",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"185",NA,7.5,40950862,"Tilia extract 7.5 MG/MG",7.5,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,3.25,40951534,"ST. JOHN'S WORT EXTRACT 3.25 MG/MG",3.25,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,2.25,40954270,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"188",NA,2.25,40954270,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"189",NA,2.25,40954270,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"190",NA,10,40972441,"Clotrimazole 10 MG/MG Topical Cream [Antifungol Hexal]",10,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,2.5,40981913,"Verbascum thapsus extract 2.5 MG/MG",2.5,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,4.38,40982618,"Lavandula angustifolia whole extract 4.38 MG/MG",4.38,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,2.25,40982772,"Glycyrrhiza glabra extract 2.25 MG/MG",2.25,NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,2.25,40983087,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG",2.25,NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,4.75,40983089,"CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG",4.75,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,2.19,40983239,"Bismuth 2.19 MG/MG",2.19,NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,10,40992988,"Clotrimazole 10 MG/MG Topical Cream",10,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,9.38,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"199",NA,3.75,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"200",NA,2.5,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"201",NA,6.88,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"202",NA,8.13,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"203",NA,2.5,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"204",NA,7.5,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"205",NA,7.5,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"206",NA,11.9,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"207",NA,2.5,40993431,"Calendula officinalis extract 2.5 MG/MG / Cetraria islandica subsp. islandica extract 6.88 MG/MG / Foeniculum vulgare whole extract 9.38 MG/MG / Lamium album extract 2.5 MG/MG / Polygonum aviculare top extract 7.5 MG/MG / ... Oral Solution Box of 15",2.5,6.88,9.38,2.5,7.5,NA,NA,NA,NA
"208",NA,2.25,41003970,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"209",NA,2.25,41003970,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"210",NA,2.25,41003970,"CITRUS AURANTIUM LEAFY TWIG OIL 2.25 MG/MG / Glycyrrhiza glabra extract 2.25 MG/MG / Matricaria chamomilla flowering top oil 2.25 MG/MG Oral Solution [Schlaf Nerven]",2.25,2.25,2.25,NA,NA,NA,NA,NA,NA
"211",NA,3.28,41013164,"Zinc Oxide 3.28 MG/MG",3.28,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,11.9,41014342,"CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG",11.9,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,6.88,41014398,"Cetraria islandica subsp. islandica extract 6.88 MG/MG",6.88,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,4,41016665,"Capsicum extract 4 MG/MG [Thermo Buerger]",4,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,10,41021106,"Salvia officinalis whole extract 10 MG/MG Oral Solution",10,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,2,41024311,"caraway seed allergenic extract 2 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 3.33 MG/MG / Mentha piperita extract 3.33 MG/MG / Pimpinella anisum extract 2 MG/MG Oral Solution Box of 1",2,2,3.33,3.33,2,NA,NA,NA,NA
"217",NA,2,41024311,"caraway seed allergenic extract 2 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 3.33 MG/MG / Mentha piperita extract 3.33 MG/MG / Pimpinella anisum extract 2 MG/MG Oral Solution Box of 1",2,2,3.33,3.33,2,NA,NA,NA,NA
"218",NA,2,41024311,"caraway seed allergenic extract 2 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 3.33 MG/MG / Mentha piperita extract 3.33 MG/MG / Pimpinella anisum extract 2 MG/MG Oral Solution Box of 1",2,2,3.33,3.33,2,NA,NA,NA,NA
"219",NA,3.33,41024311,"caraway seed allergenic extract 2 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 3.33 MG/MG / Mentha piperita extract 3.33 MG/MG / Pimpinella anisum extract 2 MG/MG Oral Solution Box of 1",2,2,3.33,3.33,2,NA,NA,NA,NA
"220",NA,3.33,41024311,"caraway seed allergenic extract 2 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / Matricaria chamomilla flowering top oil 3.33 MG/MG / Mentha piperita extract 3.33 MG/MG / Pimpinella anisum extract 2 MG/MG Oral Solution Box of 1",2,2,3.33,3.33,2,NA,NA,NA,NA
"221",NA,5,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"222",NA,8.13,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"223",NA,0.0375,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"224",NA,2.5,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"225",NA,1.88,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"226",NA,4.38,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"227",NA,10,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"228",NA,11.9,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"229",NA,2.5,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"230",NA,14.4,41025132,"Bellis perennis extract 0.0375 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 11.9 MG/MG / cudweed flower extract 1.88 MG/MG / Foeniculum vulgare whole extract 5 MG/MG / Humulus lupulus whole extract 14.4 MG/MG / ... Oral Solution Box of 15",0.0375,11.9,1.88,5,14.4,NA,NA,NA,NA
"231",NA,0.75,41025133,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution Box of 15",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"232",NA,4.75,41025133,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution Box of 15",0.75,1,4.75,0.75,2,NA,NA,NA,NA
"233",NA,2,41025133,"Bellis perennis extract 0.75 MG/MG / Chamaemelum Nobile Flower extract 1 MG/MG / CITRUS AURANTIUM LEAFY TWIG OIL 4.75 MG/MG / cudweed flower extract 0.75 MG/MG / Foeniculum vulgare whole extract 2 MG/MG / ... Oral Solution Box of 15",0.75,1,4.75,0.75,2,NA,NA,NA,NA
